!	1.0 ! #1
!!	1.0 ! ! #1
!!!	1.0 ! ! !
"	1.0 " #1
@9.80	1.0 @ 9 . 8 0
@9.99	1.0 @ 9 . 9 9
@APIETHING	1.0 @ A P I E T H I N G
@DISC	1.0 @ D I S C
@PERMAS	1.0 @ P E R M A S
@RM18.90	1.0 @ R M 1 8 . 9 0
@RM25.00	1.0 @ R M 2 5 . 0 0
@RM6.90	1.0 @ R M 6 . 9 0
A	1.0 A #1
A&W	1.0 A & W
A++	1.0 A + +
A,	1.0 A , #1
A,PUSAT	1.0 A , P U S A T
A--16-1,	1.0 A - - 1 6 - 1 ,
A-09-10	1.0 A - 0 9 - 1 0
A-CASHIER]	1.0 A - C A S H I E R ]
A-G-06,	1.0 A - G - 0 6 ,
A/L	1.0 A / L
A/P	1.0 A / P
A0000000031010	1.0 A 0 0 0 0 0 0 0 0 3 1 0 1 0
A002z	1.0 A 0 0 2 z
A003z	1.0 A 0 0 3 z
A01A1527956635	1.0 A 0 1 A 1 5 2 7 9 5 6 6 3 5
A02A1530024046	1.0 A 0 2 A 1 5 3 0 0 2 4 0 4 6
A07	1.0 A 0 7
A1	1.0 A 1 #1
A15961	1.0 A 1 5 9 6 1
A3	1.0 A 3
A4	1.0 A 4 #1
A4/A3	1.0 A 4 / A 3
A5	1.0 A 5
A6	1.0 A 6
AA	1.0 A A #1
AAA	1.0 A A A
ABC	1.0 A B C
ABDUL	1.0 A B D U L
ABOVE	1.0 A B O V E #1
ABOVE,	1.0 A B O V E ,
ABSOLUTE	1.0 A B S O L U T E
ACC	1.0 A C C #1
ACCEPTAD	1.0 A C C E P T A D
ACCEPTANCE	1.0 A C C E P T A N C E
ACCEPTED	1.0 A C C E P T E D
ACCESSORIES	1.0 A C C E S S O R I E S
ACCORDING	1.0 A C C O R D I N G
ACCOUNT	1.0 A C C O U N T #1
ACCOUNT'S	1.0 A C C O U N T ' S
ACR	1.0 A C R #1
ACRYIC	1.0 A C R Y I C
ACRYLIC	1.0 A C R Y L I C
ACT	1.0 A C T #1
ACTIFAST	1.0 A C T I F A S T
AD41/2	1.0 A D 4 1 / 2
AD51	1.0 A D 5 1
ADAPTOR	1.0 A D A P T O R
ADD	1.0 A D D #1
ADD:	1.0 A D D :
ADDED	1.0 A D D E D
ADDRESS	1.0 A D D R E S S
ADHESIVE	1.0 A D H E S I V E
ADJ	1.0 A D J #1
ADJ.	1.0 A D J . #1
ADJ............	1.0 A D J . . . . . . . . . . . .
ADJ.:	1.0 A D J . :
ADJ:	1.0 A D J :
ADJUMENTS	1.0 A D J U M E N T S
ADJUSMENT	1.0 A D J U S M E N T
ADJUST	1.0 A D J U S T #1
ADJUSTEMENT	1.0 A D J U S T E M E N T
ADJUSTMENT	1.0 A D J U S T M E N T #1
ADJUSTMENT:	1.0 A D J U S T M E N T :
ADJUSTMENTS	1.0 A D J U S T M E N T S
ADJUSTMT	1.0 A D J U S T M T
ADMIN	1.0 A D M I N #1
ADMINISTRATOR	1.0 A D M I N I S T R A T O R
ADVANCO	1.0 A D V A N C O
ADVERTISING	1.0 A D V E R T I S I N G
AEC	1.0 A E C
AEIM	1.0 A E I M
AEON	1.0 A E O N
AF12	1.0 A F 1 2
AFOOD	1.0 A F O O D
AFS-1	1.0 A F S - 1
AFTER	1.0 A F T E R
AGAI	1.0 A G A I #1
AGAIN	1.0 A G A I N #1
AGAIN!	1.0 A G A I N ! #1
AGAIN!!!	1.0 A G A I N ! ! !
AGAIN***	1.0 A G A I N * * *
AGAIN.	1.0 A G A I N . #1
AGAIN...	1.0 A G A I N . . .
AGAIN>	1.0 A G A I N >
AGAIN~	1.0 A G A I N ~
AGENT	1.0 A G E N T
AGLIO	1.0 A G L I O
AGSPI	1.0 A G S P I
AH002	1.0 A H 0 0 2
AH019	1.0 A H 0 1 9
AHAMED	1.0 A H A M E D
AI31	1.0 A I 3 1
AIK	1.0 A I K
AIR	1.0 A I R #1
AIRPORT	1.0 A I R P O R T
AJAIB	1.0 A J A I B
AJINOMOTO	1.0 A J I N O M O T O
AL	1.0 A L #1
ALACARTE	1.0 A L A C A R T E
ALAF	1.0 A L A F
ALAM	1.0 A L A M #1
ALAM)	1.0 A L A M )
ALAM,	1.0 A L A M , #1
ALAM,40150	1.0 A L A M , 4 0 1 5 0
ALAM,SELANGOR	1.0 A L A M , S E L A N G O R
ALAM.	1.0 A L A M .
ALAN,	1.0 A L A N ,
ALARM	1.0 A L A R M
ALEX	1.0 A L E X
ALI	1.0 A L I #1
ALICE	1.0 A L I C E
ALIM	1.0 A L I M
ALL	1.0 A L L #1
ALLADDIN	1.0 A L L A D D I N
ALLOWED	1.0 A L L O W E D #1
ALLOWED.	1.0 A L L O W E D .
ALMOND	1.0 A L M O N D
ALONG	1.0 A L O N G
ALPHA	1.0 A L P H A #1
ALPHA.COM	1.0 A L P H A . C O M
ALUMINIUM	1.0 A L U M I N I U M
ALWI,	1.0 A L W I ,
AM	1.0 A M #1
AM,	1.0 A M ,
AMAN	1.0 A M A N #1
AMANO	1.0 A M A N O
AMBANK	1.0 A M B A N K
AMBAR	1.0 A M B A R
AMBROSIAL	1.0 A M B R O S I A L
AMELIA	1.0 A M E L I A
AMENDMENT	1.0 A M E N D M E N T
AMENOMENT	1.0 A M E N O M E N T
AMINAH	1.0 A M I N A H
AMOROS	1.0 A M O R O S
AMOUNT	1.0 A M O U N T #1
AMOUNT($)	1.0 A M O U N T ( $ )
AMOUNT(INCL.	1.0 A M O U N T ( I N C L .
AMOUNT(MYR)	1.0 A M O U N T ( M Y R )
AMOUNT(RM)	1.0 A M O U N T ( R M )
AMOUNT:	1.0 A M O U N T : #1
AMOUNT:$6.90	1.0 A M O U N T : $ 6 . 9 0
AMOUNTS	1.0 A M O U N T S
AMOUT	1.0 A M O U T
AMOXICAP	1.0 A M O X I C A P
AMPANG	1.0 A M P A N G #1
AMPANG,	1.0 A M P A N G ,
AMPAT	1.0 A M P A T
AMPHAWA	1.0 A M P H A W A
AMT	1.0 A M T #1
AMT(RM)	1.0 A M T ( R M )
AMT.	1.0 A M T . #1
AMT.................	1.0 A M T . . . . . . . . . . . . . . . . .
AMT:	1.0 A M T :
AMTECH	1.0 A M T E C H #1
AMTECH886@YAHOO.COM	1.0 A M T E C H 8 8 6 @ Y A H O O . C O M
AN	1.0 A N #1
ANAL	1.0 A N A L #1
ANALYSIS	1.0 A N A L Y S I S
ANCHOR	1.0 A N C H O R
AND	1.0 A N D
ANEKA	1.0 A N E K A
ANGELA	1.0 A N G E L A
ANGELENO	1.0 A N G E L E N O
ANGES	1.0 A N G E S
ANGOR	1.0 A N G O R
ANGSA	1.0 A N G S A #1
ANGSA,	1.0 A N G S A ,
ANI	1.0 A N I #1
ANIS	1.0 A N I S
ANJO	1.0 A N J O
ANLY	1.0 A N L Y
ANMS-FNB	1.0 A N M S - F N B
ANT(RM)	1.0 A N T ( R M )
ANTI-RUST	1.0 A N T I - R U S T
ANUM	1.0 A N U M
ANY	1.0 A N Y
ANZEL	1.0 A N Z E L
AOA1-ADI	1.0 A O A 1 - A D I
AOA4-ADI	1.0 A O A 4 - A D I
AOSIN	1.0 A O S I N
AP	1.0 A P #1
APACHE	1.0 A P A C H E
APP.	1.0 A P P .
APP:	1.0 A P P :
APPLE	1.0 A P P L E
APPLICABLE	1.0 A P P L I C A B L E
APPLIED)	1.0 A P P L I E D )
APPLIED.	1.0 A P P L I E D .
APPLY)	1.0 A P P L Y )
APPLY.	1.0 A P P L Y .
APPLY:	1.0 A P P L Y :
APPROVAL.	1.0 A P P R O V A L .
APPROVED	1.0 A P P R O V E D
APR	1.0 A P R #1
APRIL,	1.0 A P R I L ,
AR	1.0 A R #1
AR11	1.0 A R 1 1
ARA	1.0 A R A #1
ARABICA	1.0 A R A B I C A
ARAH	1.0 A R A H
ARASI	1.0 A R A S I
ARCHES	1.0 A R C H E S
ARE	1.0 A R E #1
AREA	1.0 A R E A
ARRIVAL	1.0 A R R I V A L
ARTLINE	1.0 A R T L I N E
ARTO)	1.0 A R T O )
ARTRANGE	1.0 A R T R A N G E
AS	1.0 A S #1
AS120V	1.0 A S 1 2 0 V
ASAHI	1.0 A S A H I
ASARI	1.0 A S A R I
ASAS	1.0 A S A S
ASH	1.0 A S H #1
ASHOK	1.0 A S H O K
ASIA	1.0 A S I A
ASIFA	1.0 A S I F A
ASLI	1.0 A S L I
ASO	1.0 A S O
ASSISTANCE	1.0 A S S I S T A N C E
ASSORTED	1.0 A S S O R T E D
ASSY	1.0 A S S Y
ASTAKA	1.0 A S T A K A
ASTANA	1.0 A S T A N A
ASYRAF	1.0 A S Y R A F
AT	1.0 A T #1
AT:-	1.0 A T : -
AT:21/01/2018	1.0 A T : 2 1 / 0 1 / 2 0 1 8
ATF	1.0 A T F
ATHIRAH	1.0 A T H I R A H
ATTENDANT	1.0 A T T E N D A N T #1
ATTENDANT:	1.0 A T T E N D A N T :
ATTER	1.0 A T T E R
AUN	1.0 A U N
AUTH	1.0 A U T H #1
AUTHORIZE	1.0 A U T H O R I Z E
AUTO	1.0 A U T O #1
AUTOROUTE	1.0 A U T O R O U T E
AVAILABLE	1.0 A V A I L A B L E
AVENUE	1.0 A V E N U E
AVERAGE/PAX(S):	1.0 A V E R A G E / P A X ( S ) :
AVEVUE	1.0 A V E V U E
AVTIVO	1.0 A V T I V O
AW-D48	1.0 A W - D 4 8
AWARD	1.0 A W A R D #1
AWARDED	1.0 A W A R D E D #1
AWARDED:	1.0 A W A R D E D :
AWAY	1.0 A W A Y #1
AWAY)	1.0 A W A Y )
AWAYz'	1.0 A W A Y z '
AXIS	1.0 A X I S
AYAMGORENG(TA)	1.0 A Y A M G O R E N G ( T A )
AYATAKA	1.0 A Y A T A K A
AYU	1.0 A Y U
AZIZAH	1.0 A Z I Z A H
AZLAN	1.0 A Z L A N #1
AZLAN(3737)	1.0 A Z L A N ( 3 7 3 7 )
AZMEER	1.0 A Z M E E R
AZMI	1.0 A Z M I #1
AZMIZAN	1.0 A Z M I Z A N
B	1.0 B #1
B&W	1.0 B & W
B'SCOTCH	1.0 B ' S C O T C H
B-005-006,BASEMENT	1.0 B - 0 0 5 - 0 0 6 , B A S E M E N T
B-8,	1.0 B - 8 ,
B-F-11,	1.0 B - F - 1 1 ,
B.	1.0 B . #1
B.CODE	1.0 B . C O D E
B.I.G.	1.0 B . I . G .
B/L	1.0 B / L
B/W	1.0 B / W
B003	1.0 B 0 0 3
B011	1.0 B 0 1 1
B019	1.0 B 0 1 9
B02	1.0 B 0 2 #1
B026	1.0 B 0 2 6
B028	1.0 B 0 2 8
B03	1.0 B 0 3
B063895	1.0 B 0 6 3 8 9 5
B1	1.0 B 1
B512292	1.0 B 5 1 2 2 9 2
B656954	1.0 B 6 5 6 9 5 4
B7	1.0 B 7
B999215	1.0 B 9 9 9 2 1 5
BABAS	1.0 B A B A S
BABY	1.0 B A B Y
BADGE	1.0 B A D G E
BAG	1.0 B A G #1
BAGIS	1.0 B A G I S
BAGS	1.0 B A G S
BAGUS,	1.0 B A G U S ,
BAHADUR	1.0 B A H A D U R
BAHAGIA	1.0 B A H A G I A
BAHAS	1.0 B A H A S
BAHRU	1.0 B A H R U #1
BAHRU,	1.0 B A H R U , #1
BAHRU,JOHOR	1.0 B A H R U , J O H O R #1
BAHRU,JOHOR.	1.0 B A H R U , J O H O R .
BAHRU.	1.0 B A H R U .
BAI	1.0 B A I
BAK	1.0 B A K #1
BAKERIES	1.0 B A K E R I E S
BAKERY	1.0 B A K E R Y
BAKING	1.0 B A K I N G
BALAKONG	1.0 B A L A K O N G #1
BALAKONG,	1.0 B A L A K O N G ,
BALANCE	1.0 B A L A N C E
BALANKONG,	1.0 B A L A N K O N G ,
BALL	1.0 B A L L #1
BALLPOINT	1.0 B A L L P O I N T
BALLS	1.0 B A L L S
BALOO	1.0 B A L O O
BANAN	1.0 B A N A N
BANDAR	1.0 B A N D A R
BANGAU	1.0 B A N G A U
BANGI,	1.0 B A N G I ,
BANGUNAN	1.0 B A N G U N A N
BANH	1.0 B A N H
BANK	1.0 B A N K
BANOAR	1.0 B A N O A R
BANTING	1.0 B A N T I N G
BAR	1.0 B A R #1
BAR-70CM	1.0 B A R - 7 0 C M
BARANG	1.0 B A R A N G
BARAT	1.0 B A R A T
BARBECUE	1.0 B A R B E C U E
BARCODE:	1.0 B A R C O D E :
BARU	1.0 B A R U #1
BARU,	1.0 B A R U ,
BASED	1.0 B A S E D
BASEMANT	1.0 B A S E M A N T
BASHUDEV	1.0 B A S H U D E V
BASIC	1.0 B A S I C
BASIN	1.0 B A S I N
BASKET	1.0 B A S K E T
BASKIN	1.0 B A S K I N
BAT02201803120255	1.0 B A T 0 2 2 0 1 8 0 3 1 2 0 2 5 5
BATAI,	1.0 B A T A I ,
BATANG	1.0 B A T A N G #1
BATANGKALI-S	1.0 B A T A N G K A L I - S
BATHROOM	1.0 B A T H R O O M
BATTERY	1.0 B A T T E R Y #1
BATTERY(522BP1G)	1.0 B A T T E R Y ( 5 2 2 B P 1 G )
BATU	1.0 B A T U #1
BATU,	1.0 B A T U ,
BAWAH	1.0 B A W A H
BAWANG	1.0 B A W A N G
BB	1.0 B B #1
BB21-41-61	1.0 B B 2 1 - 4 1 - 6 1
BC001	1.0 B C 0 0 1
BD1187	1.0 B D 1 1 8 7
BD52	1.0 B D 5 2
BDR	1.0 B D R
BE	1.0 B E #1
BEACH	1.0 B E A C H
BEAN	1.0 B E A N
BEAUTY	1.0 B E A U T Y
BEBOLA	1.0 B E B O L A
BECON	1.0 B E C O N #1
BECON.	1.0 B E C O N .
BEDSHEET	1.0 B E D S H E E T
BEEN	1.0 B E E N
BEER	1.0 B E E R
BEFORE	1.0 B E F O R E
BEG	1.0 B E G
BEH	1.0 B E H
BELACAN	1.0 B E L A C A N
BELAH	1.0 B E L A H
BELI,	1.0 B E L I ,
BELLY	1.0 B E L L Y
BELONG	1.0 B E L O N G
BELT	1.0 B E L T
BEMED	1.0 B E M E D
BEN'S	1.0 B E N ' S
BEN02	1.0 B E N 0 2
BENANG	1.0 B E N A N G
BENTO	1.0 B E N T O #1
BENTONG	1.0 B E N T O N G #1
BENTONG-2	1.0 B E N T O N G - 2
BENXON	1.0 B E N X O N
BERAS	1.0 B E R A S
BERJAYA	1.0 B E R J A Y A
BERJUNTAI	1.0 B E R J U N T A I
BERKELEY	1.0 B E R K E L E Y
BERRY	1.0 B E R R Y #1
BERRY'S	1.0 B E R R Y ' S
BERYLS	1.0 B E R Y L S
BESA	1.0 B E S A #1
BESAR	1.0 B E S A R #1
BESAR,	1.0 B E S A R ,
BESI	1.0 B E S I #1
BESI,	1.0 B E S I ,
BEST	1.0 B E S T #1
BESTARI	1.0 B E S T A R I #1
BESTARI,	1.0 B E S T A R I ,
BESTPRI	1.0 B E S T P R I
BEVERAGE	1.0 B E V E R A G E
BEW	1.0 B E W
BEYOND	1.0 B E Y O N D
BG	1.0 B G
BHASAN	1.0 B H A S A N
BHD	1.0 B H D #1
BHD(728384-M)	1.0 B H D ( 7 2 8 3 8 4 - M )
BHD.	1.0 B H D .
BHP	1.0 B H P #1
BHPETROL	1.0 B H P E T R O L
BHPETROMART	1.0 B H P E T R O M A R T
BIAS	1.0 B I A S
BIB	1.0 B I B
BIF	1.0 B I F
BIG	1.0 B I G #1
BIG.COM.MY	1.0 B I G . C O M . M Y
BIHUN	1.0 B I H U N
BIJAY	1.0 B I J A Y
BILIS	1.0 B I L I S
BILL	1.0 B I L L #1
BILL:	1.0 B I L L :
BILLION	1.0 B I L L I O N
BILLz:	1.0 B I L L z : #1
BILLz:V001-536988	1.0 B I L L z : V 0 0 1 - 5 3 6 9 8 8
BILLz:V001-538701	1.0 B I L L z : V 0 0 1 - 5 3 8 7 0 1
BILLz:V001-539233	1.0 B I L L z : V 0 0 1 - 5 3 9 2 3 3
BILLz:V001-539327	1.0 B I L L z : V 0 0 1 - 5 3 9 3 2 7
BILLz:V001-539829	1.0 B I L L z : V 0 0 1 - 5 3 9 8 2 9
BILLz:V001-540338	1.0 B I L L z : V 0 0 1 - 5 4 0 3 3 8
BILLz:V001-540417	1.0 B I L L z : V 0 0 1 - 5 4 0 4 1 7
BILLz:V001-540581	1.0 B I L L z : V 0 0 1 - 5 4 0 5 8 1
BINDER	1.0 B I N D E R
BINDING	1.0 B I N D I N G
BINTANG	1.0 B I N T A N G #1
BINTANG,	1.0 B I N T A N G ,
BINTI	1.0 B I N T I
BIO	1.0 B I O #1
BIOTECH	1.0 B I O T E C H
BIRI-BIRI	1.0 B I R I - B I R I
BIRTHDAY	1.0 B I R T H D A Y
BIRU,	1.0 B I R U ,
BISCUIT	1.0 B I S C U I T
BISON	1.0 B I S O N
BISTRO	1.0 B I S T R O
BITTER	1.0 B I T T E R #1
BITTERGROUND	1.0 B I T T E R G R O U N D
BIZDATE:	1.0 B I Z D A T E :
BK	1.0 B K #1
BKT	1.0 B K T
BL	1.0 B L #1
BLACK	1.0 B L A C K #1
BLACKSUGAR	1.0 B L A C K S U G A R
BLADE	1.0 B L A D E
BLANKONG,	1.0 B L A N K O N G ,
BLEACH	1.0 B L E A C H
BLK	1.0 B L K #1
BLK-2	1.0 B L K - 2
BLOCK	1.0 B L O C K
BLUE	1.0 B L U E #1
BLUEBERRY	1.0 B L U E B E R R Y
BM	1.0 B M #1
BM-159572	1.0 B M - 1 5 9 5 7 2
BM-161113	1.0 B M - 1 6 1 1 1 3
BMC	1.0 B M C
BOARD	1.0 B O A R D
BOAT	1.0 B O A T
BODY	1.0 B O D Y
BOI	1.0 B O I #1
BOILED	1.0 B O I L E D
BOLEH	1.0 B O L E H
BOND	1.0 B O N D
BONES	1.0 B O N E S
BONUS	1.0 B O N U S
BONZ	1.0 B O N Z
BOOK	1.0 B O O K #1
BOOKCENTRE	1.0 B O O K C E N T R E
BOOKS	1.0 B O O K S #1
BOOKSTORES	1.0 B O O K S T O R E S
BOOL	1.0 B O O L
BOON	1.0 B O O N
BOOSTER	1.0 B O O S T E R
BOOTS	1.0 B O O T S
BOPP	1.0 B O P P
BORONG	1.0 B O R O N G
BORY	1.0 B O R Y
BOSTRAK	1.0 B O S T R A K
BOTTLE	1.0 B O T T L E #1
BOTTLE(B)	1.0 B O T T L E ( B )
BOULEVARD,	1.0 B O U L E V A R D ,
BOWL	1.0 B O W L
BOX	1.0 B O X #1
BOX)	1.0 B O X )
BOXS	1.0 B O X S
BP	1.0 B P #1
BP37613	1.0 B P 3 7 6 1 3
BPOINTS	1.0 B P O I N T S
BQ21-31/2	1.0 B Q 2 1 - 3 1 / 2
BR	1.0 B R #1
BRACKET	1.0 B R A C K E T #1
BRACKET(END)	1.0 B R A C K E T ( E N D )
BRACKET(ROUND)	1.0 B R A C K E T ( R O U N D )
BRAISED	1.0 B R A I S E D
BRANCH	1.0 B R A N C H #1
BRANCH:	1.0 B R A N C H :
BRAND	1.0 B R A N D
BREAD	1.0 B R E A D
BREAST	1.0 B R E A S T
BREM	1.0 B R E M
BRICK	1.0 B R I C K
BRIEF	1.0 B R I E F
BRIKE	1.0 B R I K E
BRINCHANG,	1.0 B R I N C H A N G ,
BRN	1.0 B R N
BROADVIEW	1.0 B R O A D V I E W
BROOM	1.0 B R O O M
BROTHERS	1.0 B R O T H E R S
BRUSH	1.0 B R U S H #1
BRUSH.	1.0 B R U S H .
BT	1.0 B T #1
BT2_NINA	1.0 B T 2 _ N I N A
BTB09201805190274	1.0 B T B 0 9 2 0 1 8 0 5 1 9 0 2 7 4
BTL)	1.0 B T L )
BUAH	1.0 B U A H
BUBBLE	1.0 B U B B L E
BUCKET	1.0 B U C K E T #1
BUCKET-	1.0 B U C K E T -
BUDGET	1.0 B U D G E T
BUDHA	1.0 B U D H A
BUDS	1.0 B U D S
BUGGY	1.0 B U G G Y
BUKIT	1.0 B U K I T
BULAN	1.0 B U L A N
BULB	1.0 B U L B
BULOH	1.0 B U L O H
BUN	1.0 B U N #1
BUN-SBILIS	1.0 B U N - S B I L I S
BUNCH	1.0 B U N C H
BUNGA	1.0 B U N G A
BURGER	1.0 B U R G E R
BURUNG	1.0 B U R U N G
BUSINESS	1.0 B U S I N E S S
BUT	1.0 B U T #1
BUTA	1.0 B U T A
BUTTE	1.0 B U T T E #1
BUTTER	1.0 B U T T E R #1
BUTTERFLY	1.0 B U T T E R F L Y
BUY	1.0 B U Y
BW	1.0 B W #1
BWJ-2503z	1.0 B W J - 2 5 0 3 z
BWMC02000047293	1.0 B W M C 0 2 0 0 0 0 4 7 2 9 3
BX	1.0 B X
BY	1.0 B Y #1
BY:	1.0 B Y :
C	1.0 C #1
C,	1.0 C ,
C.	1.0 C .
C/N	1.0 C / N
C/O.	1.0 C / O .
C/TAPE	1.0 C / T A P E
C/W	1.0 C / W
C0001	1.0 C 0 0 0 1
C001-	1.0 C 0 0 1 -
C002	1.0 C 0 0 2
C004	1.0 C 0 0 4
C01	1.0 C 0 1 #1
C01099379	1.0 C 0 1 0 9 9 3 7 9
C02102772	1.0 C 0 2 1 0 2 7 7 2
C1	1.0 C 1 #1
C1-0170778	1.0 C 1 - 0 1 7 0 7 7 8
C1000-	1.0 C 1 0 0 0 -
C14	1.0 C 1 4
C2	1.0 C 2 #1
C2000-	1.0 C 2 0 0 0 -
C3	1.0 C 3 #1
C38	1.0 C 3 8
CA	1.0 C A #1
CA3210	1.0 C A 3 2 1 0
CABLE	1.0 C A B L E
CADBURY	1.0 C A D B U R Y
CAFE	1.0 C A F E
CAHAYA	1.0 C A H A Y A
CAK	1.0 C A K #1
CAKE	1.0 C A K E
CAL	1.0 C A L #1
CALCULATOR	1.0 C A L C U L A T O R
CALENDAR	1.0 C A L E N D A R
CALL:	1.0 C A L L :
CALPIS	1.0 C A L P I S
CAMEL	1.0 C A M E L
CAMERON	1.0 C A M E R O N
CAMIS	1.0 C A M I S
CAMPAI	1.0 C A M P A I #1
CAMPAIGN	1.0 C A M P A I G N
CAMPAP	1.0 C A M P A P
CAN	1.0 C A N #1
CANDY	1.0 C A N D Y
CANISTER	1.0 C A N I S T E R
CANON	1.0 C A N O N
CANTONESE	1.0 C A N T O N E S E
CAP	1.0 C A P #1
CAPPUCINO	1.0 C A P P U C I N O
CAPSU	1.0 C A P S U
CAR	1.0 C A R #1
CARAMEL	1.0 C A R A M E L
CARBON	1.0 C A R B O N
CARD	1.0 C A R D #1
CARD/GD	1.0 C A R D / G D
CARD:	1.0 C A R D :
CARE	1.0 C A R E #1
CARELINE:03-56381988	1.0 C A R E L I N E : 0 3 - 5 6 3 8 1 9 8 8
CARLSBERG	1.0 C A R L S B E R G
CARNATION	1.0 C A R N A T I O N
CARREFOUR	1.0 C A R R E F O U R
CARRY	1.0 C A R R Y
CART	1.0 C A R T #1
CARTON	1.0 C A R T O N
CARTRIDGE	1.0 C A R T R I D G E
CAS	1.0 C A S #1
CASE	1.0 C A S E
CASH	1.0 C A S H #1
CASH....................	1.0 C A S H . . . . . . . . . . . . . . . . . . . .
CASH1	1.0 C A S H 1
CASH:	1.0 C A S H : #1
CASH:RM	1.0 C A S H : R M
CASHIER	1.0 C A S H I E R #1
CASHIER3	1.0 C A S H I E R 3
CASHIER:	1.0 C A S H I E R : #1
CASHIER:ADMIN	1.0 C A S H I E R : A D M I N
CASHIER:CASHIER	1.0 C A S H I E R : C A S H I E R
CASHIER:FT8303	1.0 C A S H I E R : F T 8 3 0 3
CASHIER:FW1254	1.0 C A S H I E R : F W 1 2 5 4
CASHIERNAME	1.0 C A S H I E R N A M E
CASHLER	1.0 C A S H L E R #1
CASHLERz:	1.0 C A S H L E R z :
CASHTER2	1.0 C A S H T E R 2
CASTEL	1.0 C A S T E L
CASTLE	1.0 C A S T L E
CATCAT	1.0 C A T C A T
CAULKING	1.0 C A U L K I N G
CAVANDISH	1.0 C A V A N D I S H
CAVES	1.0 C A V E S
CBC261940195554	1.0 C B C 2 6 1 9 4 0 1 9 5 5 5 4
CBD271560716357	1.0 C B D 2 7 1 5 6 0 7 1 6 3 5 7
CBD280740855414	1.0 C B D 2 8 0 7 4 0 8 5 5 4 1 4
CBD280740855719	1.0 C B D 2 8 0 7 4 0 8 5 5 7 1 9
CBD4110	1.0 C B D 4 1 1 0
CBE	1.0 C B E
CBP	1.0 C B P
CBz	1.0 C B z #1
CBz:	1.0 C B z :
CC	1.0 C C #1
CC'7186:RM78.30	1.0 C C ' 7 1 8 6 : R M 7 8 . 3 0
CC*7185:RM111.90	1.0 C C * 7 1 8 5 : R M 1 1 1 . 9 0
CD	1.0 C D #1
CD-R	1.0 C D - R
CE	1.0 C E #1
CE3914B	1.0 C E 3 9 1 4 B
CED	1.0 C E D
CEMENT	1.0 C E M E N T #1
CEMENT.	1.0 C E M E N T .
CEN	1.0 C E N #1
CENDOL	1.0 C E N D O L
CENTER	1.0 C E N T E R
CENTRAL	1.0 C E N T R A L
CENTRE	1.0 C E N T R E #1
CENTRE,	1.0 C E N T R E ,
CG61/2	1.0 C G 6 1 / 2
CH	1.0 C H #1
CH107004	1.0 C H 1 0 7 0 0 4
CH107691	1.0 C H 1 0 7 6 9 1
CH110137	1.0 C H 1 1 0 1 3 7
CH50514	1.0 C H 5 0 5 1 4
CHA	1.0 C H A #1
CHAHAN	1.0 C H A H A N
CHAM	1.0 C H A M #1
CHAMP	1.0 C H A M P #1
CHAMPION	1.0 C H A M P I O N
CHAN	1.0 C H A N #1
CHANG	1.0 C H A N G #1
CHANGE	1.0 C H A N G E #1
CHANGE..................	1.0 C H A N G E . . . . . . . . . . . . . . . . . .
CHANGE/BALANCE	1.0 C H A N G E / B A L A N C E
CHANGE:	1.0 C H A N G E : #1
CHANGE:RM	1.0 C H A N G E : R M
CHARGE	1.0 C H A R G E #1
CHARGES	1.0 C H A R G E S #1
CHARGES.	1.0 C H A R G E S .
CHARGRILL	1.0 C H A R G R I L L
CHAY	1.0 C H A Y
CHC	1.0 C H C
CHECHOUT	1.0 C H E C H O U T
CHECK	1.0 C H E C K #1
CHECK:24382	1.0 C H E C K : 2 4 3 8 2
CHECKERS	1.0 C H E C K E R S
CHEDDAR	1.0 C H E D D A R
CHEE	1.0 C H E E #1
CHEES	1.0 C H E E S #1
CHEESE	1.0 C H E E S E
CHEF	1.0 C H E F
CHEN	1.0 C H E N
CHEONG	1.0 C H E O N G
CHERAS	1.0 C H E R A S #1
CHERAS,	1.0 C H E R A S ,
CHERN	1.0 C H E R N
CHERRY	1.0 C H E R R Y
CHEWY	1.0 C H E W Y
CHG	1.0 C H G
CHI	1.0 C H I #1
CHI-KIT	1.0 C H I - K I T
CHIC	1.0 C H I C #1
CHIC+	1.0 C H I C +
CHICKEN	1.0 C H I C K E N #1
CHICKEN+MUSHROOM	1.0 C H I C K E N + M U S H R O O M
CHIKUWA	1.0 C H I K U W A
CHILE	1.0 C H I L E
CHILI	1.0 C H I L I #1
CHILI'S	1.0 C H I L I ' S
CHILLED	1.0 C H I L L E D
CHIN	1.0 C H I N #1
CHINESE	1.0 C H I N E S E
CHIPS	1.0 C H I P S
CHIS	1.0 C H I S
CHIT	1.0 C H I T
CHJKL/222	1.0 C H J K L / 2 2 2
CHK	1.0 C H K
CHN	1.0 C H N
CHO	1.0 C H O #1
CHOC	1.0 C H O C #1
CHOCOLATE	1.0 C H O C O L A T E
CHOCTOP	1.0 C H O C T O P
CHOOSING	1.0 C H O O S I N G
CHOP	1.0 C H O P #1
CHOPPING	1.0 C H O P P I N G
CHOPSTICK	1.0 C H O P S T I C K
CHOY	1.0 C H O Y
CHRG	1.0 C H R G
CHU	1.0 C H U #1
CHUAN	1.0 C H U A N
CHULAN,	1.0 C H U L A N ,
CHUN	1.0 C H U N
CHYE	1.0 C H Y E
CHYI	1.0 C H Y I
CILI	1.0 C I L I
